,ra,dec,redshift,plate,fiberid,PCA_1,PCA_2,PCA_3,class
0,0.6938322733353387,0.07402547292978771,0.0007702735428619058,0.3732809430255402,0.4904904904904905,0.38588626905416207,0.06934794703718511,0.38768534943588717,2
1,0.6940976404072505,0.07464220698407241,0.000761699432172782,0.006999017681728878,0.5405405405405406,0.44810961065948784,0.21526380172191026,0.4155564841443372,2
2,0.6944215554391,0.07451910989151772,0.023749069361378536,0.0025785854616895906,0.5125125125125125,0.5189642633366991,0.15451114990307172,0.49095924583284256,0
3,0.6951748605703019,0.07348732751294898,0.0007513007567014012,0.3732809430255402,0.5095095095095096,0.3887845491349865,0.2796384435358721,0.45285205432533526,2
4,0.6952253610108106,0.07419948361311439,0.0008821283599248948,0.3732809430255402,0.5115115115115115,0.4171027412066534,0.35761339896065053,0.3539182363302961,2
5,0.6950824170063243,0.07516177661604242,0.000830662419155006,0.007121807465618864,0.5935935935935936,0.5937347063565924,0.22155163007876388,0.42006081245240473,2
6,0.695150516942771,0.0730719062561242,0.019480883032721434,0.0025785854616895906,0.5585585585585586,0.4838234818555598,0.13345217328873216,0.4728787188237925,0
7,0.6952918290407744,0.07534817028569567,0.0008307081452568527,0.3732809430255402,0.5145145145145146,0.5145103843153744,0.21669466794819264,0.4409192433903687,2
8,0.6953888295146076,0.0741276408355087,0.0007885751818295919,0.006999017681728878,0.5945945945945946,0.43697874886193483,0.2960096337524307,0.4587230329469193,2
9,0.6955824148663954,0.07391634260660579,0.008332267762739968,0.0027013752455795695,0.3993993993993994,0.5163111966268181,0.2578419241702402,0.4502749073766336,0
10,0.6956049631197315,0.07465184906705341,0.0007654881663257905,0.3732809430255402,0.5055055055055055,0.49969911528711525,0.16971123516840936,0.41758639222126,2
11,0.6960250577246028,0.07432871301038403,0.0008881785764292338,0.3732809430255402,0.5465465465465466,0.47294599670423126,0.20595184515850556,0.43560163151679127,2
12,0.6960914216576942,0.07540278813589507,0.0007821548638560206,0.3732809430255402,0.5435435435435435,0.5494232009378613,0.1749624257831638,0.40450537957819444,2
13,0.6963226208113145,0.07383544605931043,0.0007734949000777152,0.3732809430255402,0.5455455455455456,0.48426195960444807,0.12715784954102308,0.39536407180905014,2
14,0.6964376561672438,0.07415789702879763,0.014226125261592917,0.0027013752455795695,0.3883883883883884,0.43755229543764956,0.11486504264440062,0.47663844206400147,0
15,0.6970751913273254,0.07561541754012299,0.05152547391484737,0.0025785854616895906,0.5865865865865866,0.5984277688174957,0.28492711817122796,0.5462396480670977,1
16,0.6965651981884751,0.07344734769446294,0.0008111347607463785,0.007121807465618864,0.03403403403403404,0.5701030451049621,0.2575762982411882,0.4037825597283517,2
17,0.6966596655064777,0.07549404508978771,0.22064879941720564,0.0025785854616895906,0.5825825825825826,0.6854502213577311,0.2961416119853695,0.4927490032452013,1
18,0.697226480101245,0.07373591416669886,0.0008167570182648628,0.006999017681728878,0.6276276276276277,0.4684164915307465,0.17910322631063702,0.4200631802159462,2
19,0.6971950115771353,0.07517027992166449,0.014353915718468039,0.0025785854616895906,0.6316316316316316,0.41286332854453334,0.2810935157288973,0.49911727360888924,0
20,0.6975351431601614,0.07432675560490776,0.0007215130942241359,0.007121807465618864,0.6226226226226227,0.5944785220050338,0.2255132724866337,0.42519990117274387,2
21,0.6979410726742731,0.07466664331135991,0.0007653201928904355,0.0027013752455795695,0.42942942942942947,0.37852214846458593,0.30644614442784046,0.4481815495743625,2
22,0.6982765551247391,0.07447160700548976,0.17344365414481827,0.0027013752455795695,0.42042042042042044,0.6228434560859195,0.28009902833985173,0.4563740565175048,1
23,0.6982948619252815,0.07497565993020085,0.0007727502178476411,0.2814341846758349,0.3553553553553554,0.45114362683450177,0.22054252079535128,0.4213078964791891,2
24,0.6977329711521597,0.07478105809229627,0.000788369880964158,0.3732809430255402,0.5945945945945946,0.5972227767066945,0.25980747319511155,0.3927480881924868,2
25,0.6981356198336653,0.07390214829549166,0.022567973482536932,0.0027013752455795695,0.4364364364364365,0.43046320425084084,0.09659838593290386,0.44581611150369577,0
26,0.6981706280472427,0.07299119427452166,0.004746669484220721,0.0025785854616895906,0.6366366366366366,0.46002377856023513,0.23670804939823514,0.46252231514214454,0
27,0.6983659739423327,0.07361625814754698,0.0008046754356083747,0.2814341846758349,0.35735735735735735,0.34623305358008,0.26215330236313755,0.41501463368477287,2
28,0.6985053279900404,0.07371270781743731,0.0008041183237144471,0.3732809430255402,0.6316316316316316,0.3934004537200505,0.29094724807017996,0.45015742628475003,2
29,0.6987358226096952,0.07549070349572419,0.0008689612956017123,0.2814341846758349,0.3483483483483484,0.4617652621547527,0.27841112788407196,0.4515660025962818,2
30,0.6987852737695622,0.07471923565994572,0.022598152709755726,0.0027013752455795695,0.4734734734734735,0.4716230039400063,0.15828130035340657,0.49456820329909223,0
31,0.6987158399682487,0.07390768803936124,0.013478201144216453,0.0027013752455795695,0.47047047047047047,0.5479754324129303,0.22072027844491113,0.4198035960133263,0
32,0.6991054820819815,0.07475291841190657,0.0007973185724141237,0.2814341846758349,0.3403403403403404,0.416623818197843,0.22095575263786515,0.44104473057167315,2
33,0.6991078260427359,0.07475254369376988,0.0008014507189238583,0.28266208251473474,0.3823823823823824,0.3991524270253052,0.27238170716913923,0.42382964310899507,2
34,0.6991527036689121,0.0732593951995254,0.0007407068587707078,0.2814341846758349,0.35435435435435436,0.557843957024445,0.24503611322224045,0.43060654964323236,2
35,0.6991558139093054,0.07531676104380726,0.0009011786005028133,0.2814341846758349,0.3863863863863864,0.4469358988523621,0.27116570785269994,0.46697429447437594,2
36,0.6994751146394873,0.07492729679273123,0.0008287508814606654,0.2814341846758349,0.3853853853853854,0.3998376703165459,0.24126624287278103,0.43564645888322806,2
37,0.6989812054569381,0.07341151898079654,0.028886611536573285,0.0027013752455795695,0.4784784784784785,0.42692907459204915,0.07483091498062494,0.4586072335550316,0
38,0.6995353950405295,0.07413451888355992,0.0008798743430595803,0.2814341846758349,0.3943943943943944,0.4631517374749165,0.1895102151578455,0.4364120846233251,2
39,0.6996227089639504,0.07428881996915684,0.000903475730549869,0.2814341846758349,0.3993993993993994,0.41878945388908123,0.31051184335907456,0.45361732036585617,2
40,0.6996503377779489,0.07375534471094888,0.0006457427038184223,0.4395874263261296,0.15915915915915915,0.5350576304457837,0.24539113358959438,0.4520698166740997,2
41,0.699902917162584,0.07473903311711369,0.0006780195459704991,0.2814341846758349,0.3893893893893894,0.48391277835896906,0.2221098099364005,0.44568072974037315,2
42,0.6999854172983156,0.07416427354081637,0.0007861488988744632,0.2814341846758349,0.3963963963963964,0.467141063582829,0.26498498785238495,0.44422145003351193,2
43,0.6997537613850348,0.07410194336342915,0.022867059516044144,0.0027013752455795695,0.49549549549549554,0.5111793541033847,0.17908167208132736,0.4838662498518358,0
44,0.6997893953672633,0.075202133601096,0.030172821458517077,0.0027013752455795695,0.5135135135135135,0.4897259552048913,0.1659693151227247,0.4948104535501536,0
45,0.7002959766618544,0.073818033197928,0.3823230443093031,0.0027013752455795695,0.5155155155155156,0.48487193901914005,0.3543030349752829,0.5600968845042347,1
46,0.7005044700315104,0.07491151792751811,0.000818659410738834,0.2814341846758349,0.43043043043043044,0.5495675406823683,0.2534893808127874,0.44086933210325013,2
47,0.7001865486838391,0.07377956163989485,0.030356976334811346,0.0027013752455795695,0.5015015015015015,0.41681066097777014,0.07178122142132529,0.4594781467789229,0
48,0.7005581266258616,0.07294879306615128,0.0008795802029105586,0.28266208251473474,0.2692692692692693,0.586779517244903,0.22961458451894295,0.4294692807953513,2
49,0.7011385486213001,0.0755284942411837,0.000837231113663141,0.2814341846758349,0.4214214214214214,0.35137324498379047,0.2290153146372836,0.43974080956189576,2
50,0.5992095584924284,0.06441561887392555,0.000724074875750451,0.4303781925343811,0.6636636636636637,0.5665329427914176,0.2317845076113327,0.4240718662800264,2
51,0.5998938145453585,0.06527484202873043,0.0051301435052788094,0.0009823182711198447,0.22822822822822822,0.5509419064179704,0.22027811178692483,0.4262484929449893,0
52,0.5999154279058708,0.06557457663272374,0.023847800413937234,0.0009823182711198447,0.22022022022022023,0.5293443693209102,0.18115101076742152,0.47853007504343187,0
53,0.600090458287006,0.06558502258560082,0.02207986134311016,0.0009823182711198447,0.18518518518518517,0.48399411098375306,0.131403204327121,0.48113271856518997,0
54,0.6004538949036726,0.06457158969466571,0.0009194341400943519,0.43799115913555986,0.09709709709709709,0.5976011531754486,0.2171009497048536,0.4190787702567513,2
55,0.6008295860574748,0.06710873992828363,0.025603757379708977,0.0009823182711198447,0.1971971971971972,0.46027472573830347,0.1338788188096233,0.46100875440835976,0
56,0.6008331415791662,0.06469592742471324,0.014713865993090403,0.0009823182711198447,0.1831831831831832,0.5448277172498346,0.1862472833093842,0.47673232014938555,0
57,0.6012647565017879,0.0661928911558803,0.0007918725003656118,0.0009823182711198447,0.16316316316316315,0.5004216125596348,0.2393125723697878,0.43521023067472187,2
58,0.6011665804853271,0.06445057867871529,0.01699544543277521,0.0009823182711198447,0.16216216216216214,0.4972512223672253,0.15271427099027463,0.48272052771082863,0
59,0.6015946117840597,0.06695217405768551,0.025694500362230796,0.0011051080550098236,0.3003003003003003,0.4967401268526127,0.13480504026010506,0.45348399726434946,0
60,0.6016782134467721,0.06496647643547576,0.02634317644214197,0.0011051080550098236,0.2902902902902903,0.4009305257825411,0.08380693866235953,0.4537144516389922,0
